,index,Unnamed: 0,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
582,994,1268,m-xylene,hexane,CC1=CC(=CC=C1)C,CCCCCC,-4.99
583,2031,2636,phenylacetamide,octanol-water,C1=CC=C(C=C1)CC(=O)N,CCCCCCCCO.O,-0.61
584,1330,1644,2-heptanone,octanol,CCCCCC(=O)C,CCCCCCCCO,-5.65
585,913,1172,1-nitrobutane,hexadecane,CCCC[N+](=O)[O-],CCCCCCCCCCCCCCCC,-4.66
586,1937,2467,phenacetin,water,CCOC1=CC=C(C=C1)NC(=O)C,O,-10.91
587,892,1150,dimethylamine,hexadecane,CNC,CCCCCCCCCCCCCCCC,-2.18
588,1753,2196,diethylamine,water,CCNCC,O,-4.07
589,1317,1631,t-butylmethylether,octanol,CC(C)(C)OC,CCCCCCCCO,-3.49
590,1463,1803,octafluorocyclobutane,octanol,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,CCCCCCCCO,0.31
591,2290,2957,nitromethane,water,C[N+](=O)[O-],O,-76.5
592,2282,2948,acetaldehyde,water,CC=O,O,-76.5
593,1171,1470,"1,4-dioxane",methylformamide,C1COCCO1,CNC=O,-4.86
594,572,798,dimethylamine,diethylether,CNC,CCOCC,-2.63
595,845,1095,"1,2-ethanediol",hexadecane,C(CO)O,CCCCCCCCCCCCCCCC,-2.81
596,2070,2682,dichloroaceticacid,acetonitrile,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(=O)OC)C,CC#N,-51.2
597,2145,2773,2-methoxyacetamide,dimethylsulfoxide,COCC(=O)N,CS(=O)C,-59.5
598,2080,2696,benzenesulfonamide,acetonitrile,C1=CC=C(C=C1)S(=O)(=O)N,CC#N,-55.4
599,927,1187,dichloromethane,hexadecane,C(Cl)Cl,CCCCCCCCCCCCCCCC,-2.76
600,965,1229,hydrogen,hexadecane,[HH],CCCCCCCCCCCCCCCC,1.64
601,986,1251,1-iodobutane,hexadecane,CCCCI,CCCCCCCCCCCCCCCC,-4.95
602,53,81,2-butanone,benzene,CCC(=O)C,C1=CC=CC=C1,-4.46
603,772,1020,benzonitrile,heptane,C1=CC=C(C=C1)C#N,CCCCCCC,-5.33
604,1290,1602,toluene,octanol,CC1=CC=CC=C1,CCCCCCCCO,-4.55
605,2163,2796,malononitrile,dimethylsulfoxide,C(C#N)C#N,CS(=O)C,-46.0
606,2025,2629,phenyltrimethylsilane,octanol-water,C[Si](C)(C)C1=CC=CC=C1,CCCCCCCCO.O,-6.42
607,505,672,ethylacetate,decane,CCOC(=O)C,CCCCCCCCCC,-3.43
608,752,994,benzaldehyde,heptane,C1=CC=C(C=C1)C=O,CCCCCCC,-5.5
609,1258,1569,diethylamine,octane,CCNCC,CCCCCCCC,-3.42
610,1255,1566,ethylamine,octane,CCN,CCCCCCCC,-2.04
611,2256,2916,"1,1,1,3,3,3-hexafluoropropan-2-ol",water,C(C(F)(F)F)(C(F)(F)F)O,O,-61.6
612,1491,1857,1-hexanol,pentane,CCCCCCO,CCCCC,-4.97
613,2165,2798,n-butanethiol,dimethylsulfoxide,CCCCS,CS(=O)C,-55.7
614,365,513,2-hexanone,chlorohexane,CCCCC(=O)C,CCCCCCCl,-5.42
615,930,1190,"1,1,1-trichloroethane",hexadecane,CC(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,-3.73
616,2233,2886,3-methoxyaniline,methanol,COC1=CC=CC(=C1)N,CO,-68.0
617,309,453,2-methylpyridine,chloroform,CC1=CC=CC=N1,C(Cl)(Cl)Cl,-6.98
618,1221,1527,butylamine,nonane,CCCCN,CCCCCCCCC,-3.55
619,2184,2819,2-methoxyphenol,methanol,COC1=CC=CC=C1O,CO,-70.0
620,583,809,2-methyl-1-nitrobenzene,diethylether,CC1=CC=CC=C1[N+](=O)[O-],CCOCC,-7.21
621,2340,3011,pyrrolidine,water,C1CCNC1,O,-66.0
622,771,1019,acetonitrile,heptane,CC#N,CCCCCCC,-2.06
623,2213,2866,trimethylamine,methanol,CN(C)C,CO,-59.5
624,1234,1540,toluene,octane,CC1=CC=CC=C1,CCCCCCCC,-4.82
625,152,193,o-cresol,bromoform,CC1=CC=CC=C1O,C(Br)(Br)Br,-7.45
626,2117,2740,tetrahydrofuran,acetonitrile,C1CCOC1,CC#N,-74.7
627,1370,1692,p-hydroxybenzaldehyde,octanol,C1=CC(=CC=C1C=O)O,CCCCCCCCO,-12.36
628,1856,2308,hydrogen,water,[HH],O,2.33
629,1055,1336,toluene,iodobenzene,CC1=CC=CC=C1,C1=CC=C(C=C1)I,-4.99
630,2301,2970,trifluoroaceticacid,water,C(=O)(C(F)(F)F)O,O,-59.3
631,1261,1572,1-nitropropane,octane,CCC[N+](=O)[O-],CCCCCCCC,-3.95
632,318,462,diethylsulfide,chloroform,CCSCC,C(Cl)(Cl)Cl,-6.4
633,902,1160,4-methylpyridine,hexadecane,CC1=CC=NC=C1,CCCCCCCCCCCCCCCC,-4.89
634,1472,1812,phenacetin,octanol,CCOC1=CC=C(C=C1)NC(=O)C,CCCCCCCCO,-13.07
635,998,1272,1-propanol,hexane,CCCO,CCCCCC,-2.81
636,2189,2826,2-chlorophenol,methanol,C1=CC=C(C(=C1)O)Cl,CO,-64.2
637,1034,1314,trimethylphosphate,hexane,COP(=O)(OC)OC,CCCCCC,-5.82
638,1161,1460,p-cresol,methylenechloride,CC1=CC=C(C=C1)O,C(Cl)Cl,-7.71
639,1053,1334,p-bromophenol,hexanol,C1=CC(=CC=C1O)Br,CCCCCCO,-10.51
640,1377,1699,"1,1,1-trichloroethane",octanol,CC(Cl)(Cl)Cl,CCCCCCCCO,-3.69
641,343,490,"1,1-dimethyl-3-phenylurea",chloroform,CN(C)C(=O)NC1=CC=CC=C1,C(Cl)(Cl)Cl,-13.64
642,1061,1342,phenol,iodobenzene,C1=CC=C(C=C1)O,C1=CC=C(C=C1)I,-6.76
643,398,549,acetone,cyclohexane,CC(=O)C,C1CCCCC1,-2.67
644,584,811,2-methoxyethanol,diethylether,COCCO,CCOCC,-5.12
645,704,936,1-butanol,ethylbenzene,CCCCO,CCC1=CC=CC=C1,-3.77
646,1970,2564,phenylurea,heptane-water,C1=CC=C(C=C1)NC(=O)N,CCCCCCC.O,4.31
647,2015,2619,benzyltrimethylsilane,octanol-water,C[Si](C)(C)CC1=CC=CC=C1,CCCCCCCCO.O,-5.62
648,292,429,acetone,chloroform,CC(=O)C,C(Cl)(Cl)Cl,-4.42
649,1644,2071,"3,3-dimethylbutanone",trimethylbenzene,CC(=O)C(C)(C)C,CC1=C(C(=CC=C1)C)C,-4.8
650,1293,1605,m-xylene,octanol,CC1=CC(=CC=C1)C,CCCCCCCCO,-5.25
651,1176,1475,phenol,nitrobenzene,C1=CC=C(C=C1)O,C1=CC=C(C=C1)[N+](=O)[O-],-7.86
652,1978,2574,4-fluoroacetanilide,octanol-water,CC(=O)NC1=CC=C(C=C1)F,CCCCCCCCO.O,-1.88
653,141,182,2-butanone,bromoethane,CCC(=O)C,CCBr,-5.13
654,1822,2267,chlorofluoromethane,water,C(F)Cl,O,-0.77
655,2,28,ethanol,acetonitrile,CCO,CC#N,-4.43
656,1190,1491,ethanol,nitroethane,CCO,CC[N+](=O)[O-],-3.98
657,576,802,diethylamine,diethylether,CCNCC,CCOCC,-3.83
658,1837,2284,water,water,O,O,-6.31
659,339,485,methylbenzoate,chloroform,COC(=O)C1=CC=CC=C1,C(Cl)(Cl)Cl,-7.81
660,358,506,uracil,chloroform,C1=CNC(=O)NC1=O,C(Cl)(Cl)Cl,-14.28
661,265,402,cyclohexane,chloroform,C1CCCCC1,C(Cl)(Cl)Cl,-4.45
662,376,527,toluene,cyclohexane,CC1=CC=CC=C1,C1CCCCC1,-4.9
663,1494,1860,2-hexanone,pentane,CCCCC(=O)C,CCCCC,-4.79
664,1067,1348,"1,4-dioxane",iodobenzene,C1COCCO1,C1=CC=C(C=C1)I,-4.94
665,439,596,triethylphosphate,cyclohexane,CCOP(=O)(OCC)OCC,C1CCCCC1,-7.6
666,271,408,naphthalene,chloroform,C1=CC=C2C=CC=CC2=C1,C(Cl)(Cl)Cl,-7.89
667,1985,2581,3-fluorophenylurea,octanol-water,C1=CC(=CC(=C1)F)NC(=O)N,CCCCCCCCO.O,-1.76
668,1430,1765,nitromethane,octanol,C[N+](=O)[O-],CCCCCCCCO,-3.51
669,244,377,2-butanone,chlorobenzene,CCC(=O)C,C1=CC=C(C=C1)Cl,-4.47
670,1010,1284,2-hexanone,hexane,CCCCC(=O)C,CCCCCC,-4.68
671,964,1227,thiophene,hexadecane,C1=CSC=C1,CCCCCCCCCCCCCCCC,-4.01
672,1057,1338,ethanol,iodobenzene,CCO,C1=CC=C(C=C1)I,-3.18
673,1138,1422,propylacetate,isopropylbenzene,CCCCC(=O)O,CC(C)C1=CC=CC=C1,-4.78
674,941,1201,dibromomethane,hexadecane,C(Br)Br,CCCCCCCCCCCCCCCC,-3.94
675,1826,2271,1-bromo-2-chloroethane,water,C(CBr)Cl,O,-1.95
676,1159,1458,ethanol,methylenechloride,CCO,C(Cl)Cl,-3.82
677,607,835,iodomethane,diethylether,CI,CCOCC,-3.51
678,415,572,2-methylpyridine,cyclohexane,CC1=CC=CC=N1,C1CCCCC1,-5.05
679,273,410,ethanol,chloroform,CCO,C(Cl)(Cl)Cl,-3.94
680,2222,2875,pyridine,methanol,C1=CC=NC=C1,CO,-60.8
681,780,1028,trimethylphosphate,heptane,COP(=O)(OC)OC,CCCCCCC,-5.59
682,2090,2709,triethylamine,acetonitrile,CCN(CC)CC,CC#N,-59.8
683,250,385,ethylacetate,chlorobenzene,CCOC(=O)C,C1=CC=C(C=C1)Cl,-4.63
684,413,570,pyridine,cyclohexane,C1=CC=NC=C1,C1CCCCC1,-4.3
685,1502,1873,aniline,pentane,C1=CC=C(C=C1)N,CCCCC,-5.15
686,1791,2236,p-hydroxybenzaldehyde,water,C1=CC(=CC=C1C=O)O,O,-10.48
687,1457,1794,ethylparaben,octanol,CCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-12.57
688,310,454,3-methylpyridine,chloroform,CC1=CN=CC=C1,C(Cl)(Cl)Cl,-7.35
689,1656,2088,"1,2-dichlorobenzene",undecane,C1=CC=C(C(=C1)Cl)Cl,CCCCCCCCCCC,-6.11
690,893,1151,propylamine,hexadecane,CCCN,CCCCCCCCCCCCCCCC,-2.92
691,1029,1309,chlorobenzene,hexane,C1=CC=C(C=C1)Cl,CCCCCC,-5.14
692,425,582,1-propanethiol,cyclohexane,CCCS,C1CCCCC1,-3.12
693,2294,2961,ethanethiol,water,CCS,O,-71.8
694,1541,1924,2-butanone,propanol,CCC(=O)C,CCCO,-4.15
695,2138,2765,hydrobromicacid,dimethylsulfoxide,C(C(C(=O)O)O)N,CS(=O)C,-57.8
696,721,957,trimethylamine,ethylbenzene,CN(C)C,CCC1=CC=CC=C1,-2.64
697,1852,2303,methylbenzoate,water,COC(=O)C1=CC=CC=C1,O,-3.91
698,2075,2690,3-chlorophenol,acetonitrile,C1=CC(=CC(=C1)Cl)O,CC#N,-50.6
699,348,496,nitromethane,chloroform,C[N+](=O)[O-],C(Cl)(Cl)Cl,-4.68
700,1790,2235,m-hydroxybenzaldehyde,water,C1=CC(=CC(=C1)O)C=O,O,-9.51
701,1241,1547,1-hexanol,octane,CCCCCCO,CCCCCCCC,-4.86
702,1402,1724,"1,1,2-trichloro-1,2,2-trifluoroethane",octanol,C(C(F)(Cl)Cl)(F)(F)Cl,CCCCCCCCO,-2.54
703,526,696,butylamine,decanol,CCCCN,CCCCCCCCCCO,-5.22
704,1868,2321,"2,2'-dichlorobiphenyl",water,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,O,-2.73
705,363,511,2-butanone,chlorohexane,CCC(=O)C,CCCCCCCl,-4.1
706,182,228,formaldehyde,butanone,C=O,CCC(=O)C,-1.77
707,1229,1535,butylamine,nonanol,CCCCN,CCCCCCCCCO,-5.35
708,170,215,butanoicacid,butanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCO,-7.66
709,1087,1370,isobutanol,isobutanol,CC(C)CO,CC(C)CO,-5.79
710,1713,2146,1-heptanol,water,CCCCCCCO,O,-4.24
711,1050,1331,ethylamine,hexanol,CCN,CCCCCCO,-4.2
712,812,1061,n-heptane,hexadecane,CCCCCCC,CCCCCCCCCCCCCCCC,-4.33
713,187,235,nitromethane,butanone,C[N+](=O)[O-],CCC(=O)C,-5.24
714,619,849,trimethylamine,diisopropylether,CN(C)C,CC(C)OC(C)C,-2.74
715,151,192,1-hexanol,bromoform,CCCCCCO,C(Br)(Br)Br,-6.2
716,158,201,butylacetate,bromooctane,CCCCCC(=O)[O-],CCCCCCCCBr,-5.11
717,1801,2246,1-chloropropane,water,CCCCl,O,-0.27
718,272,409,methanol,chloroform,CO,C(Cl)(Cl)Cl,-3.32
719,614,842,formaldehyde,diisopropylether,C=O,CC(C)OC(C)C,-1.04
720,489,654,methanol,decane,CO,CCCCCCCCCC,-1.29
721,2058,2666,"2,6-difluoropyridine",octanol-water,C1=CC(=NC(=C1)F)F,CCCCCCCCO.O,-1.6
722,1709,2142,1-hexanol,water,CCCCCCO,O,-4.36
723,1814,2259,bromoethane,water,CCBr,O,-0.7
724,371,522,n-butane,cyclohexane,CCCC,C1CCCCC1,-2.86
725,222,274,acetone,carbondisulfide,CC(=O)C,C(=S)=S,-3.14
726,593,821,methylamine,diethylether,CN,CCOCC,-2.32
727,476,641,N-methylaniline,decalin,CNC1=CC=CC=C1,C1CCC2CCCCC2C1,-6.41
728,1198,1499,"1,4-dioxane",nitromethane,C1COCCO1,C[N+](=O)[O-],-5.46
729,1925,2454,methylparaben,water,COC(=O)C1=CC=C(C=C1)O,O,-9.51
730,497,662,1-heptanol,decane,CCCCCCCO,CCCCCCCCCC,-5.62
731,839,1089,p-xylene,hexadecane,CC1=CC=C(C=C1)C,CCCCCCCCCCCCCCCC,-5.24
732,687,918,1-heptanol,ethylacetate,CCCCCCCO,CCOC(=O)C,-7.56
733,1465,1805,phthalimide,octanol,C1=CC=C2C(=C1)C(=O)NC2=O,CCCCCCCCO,-11.18
734,136,177,nitromethane,bromobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)Br,-4.25
735,518,688,4-methylaniline,decane,CC1=CC=C(C=C1)N,CCCCCCCCCC,-6.05
736,628,858,n-octane,dimethylacetamide,CCCCCCCC,CC(=O)N(C)C,-3.94
737,334,480,piperidine,chloroform,C1CCNCC1,C(Cl)(Cl)Cl,-6.37
738,781,1029,triethylphosphate,heptane,CCOP(=O)(OCC)OCC,CCCCCCC,-6.67
739,1984,2580,phenylurea,octanol-water,C1=CC=C(C=C1)NC(=O)N,CCCCCCCCO.O,-1.13
740,1596,2015,butanoicacid,toluene,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC1=CC=CC=C1,-5.24
741,1448,1783,uracil,octanol,C1=CNC(=O)NC1=O,CCCCCCCCO,-15.13
742,1058,1339,1-propanol,iodobenzene,CCCO,C1=CC=C(C=C1)I,-3.52
743,1462,1802,4-nitroaniline,octanol,C1=CC(=CC=C1N)[N+](=O)[O-],CCCCCCCCO,-11.35
744,1584,2002,1-hexanol,toluene,CCCCCCO,CC1=CC=CC=C1,-6.12
745,710,942,acetone,ethylbenzene,CC(=O)C,CCC1=CC=CC=C1,-3.41
746,15,42,n-octane,aniline,CCCCCCCC,C1=CC=C(C=C1)N,-3.48
747,1247,1553,2-butanone,octane,CCC(=O)C,CCCCCCCC,-3.24
748,287,424,diethylether,chloroform,CCOCC,C(Cl)(Cl)Cl,-4.32
749,1278,1589,cyclohexane,octanol,C1CCCCC1,CCCCCCCCO,-3.46
750,2078,2694,4-hydroxybenzoicacid,acetonitrile,C1=CC(=CC=C1C(=O)O)O,CC#N,-53.8
751,1422,1746,9-methyladenine,octanol,CN1C=NC2=C(N=CN=C21)N,CCCCCCCCO,-13.56
752,2176,2809,cyanoacetophenone,dimethylsulfoxide,C1=CC=C(C=C1)C(=O)CC#N,CS(=O)C,-52.9
753,1918,2443,butylparaben,water,CCCCOC(=O)C1=CC=C(C=C1)O,O,-8.72
754,570,796,hexanoicacid,diethylether,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCOCC,-8.85
755,654,884,nitromethane,dimethylsulfoxide,C[N+](=O)[O-],CS(=O)C,-5.66
756,2239,2892,ethylamine,methanol,CCN,CO,-71.0
757,1953,2541,4-methyl-g-butyrolactone,chloroform-water,CC1CCC(=O)O1,C(Cl)(Cl)Cl.O,-1.29
758,465,624,phenol,decalin,C1=CC=C(C=C1)O,C1CCC2CCCCC2C1,-5.38
759,1896,2367,5-fluorouracil,water,C1=C(C(=O)NC(=O)N1)F,O,-16.92
760,199,247,m-cresol,butylacetate,CC1=CC(=CC=C1)O,CCCCCC(=O)[O-],-8.44
761,1204,1505,1-propanol,nonane,CCCO,CCCCCCCCC,-2.76
762,2339,3010,azetidine,water,C1CNC1,O,-67.7
763,1646,2078,trimethylbenzene,trimethylbenzene,CC1=C(C(=CC=C1)C)C,CC1=C(C(=CC=C1)C)C,-6.47
764,1454,1790,butylparaben,octanol,CCCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-13.59
765,1907,2381,"1,2-diethoxyethane",water,CCOCCOCC,O,-3.54
766,1551,1944,propylacetate,secbutylbenzene,CCCCC(=O)O,CCC(C)C1=CC=CC=C1,-4.62
767,1228,1534,propylamine,nonanol,CCCN,CCCCCCCCCO,-4.66
768,990,1264,benzene,hexane,C1=CC=CC=C1,CCCCCC,-3.96
769,1904,2376,"1,1-diacetoxyethane",water,CC(OC(=O)C)OC(=O)C,O,-4.97
770,2175,2808,urea,dimethylsulfoxide,C(=O)(N)N,CS(=O)C,-58.9
771,1283,1595,1-butene,octanol,CCC=C,CCCCCCCCO,-1.89
772,591,818,water,diethylether,O,CCOCC,-3.85
773,1544,1927,toluene,pyridine,CC1=CC=CC=C1,C1=CC=NC=C1,-5.1
774,1914,2438,1-amino-4-anilinoanthraquinone,water,C1=CC=C(C=C1)NC2=C3C(=C(C=C2)N)C(=O)C4=CC=CC=C4C3=O,O,-7.4
775,2238,2891,4-phenylpyridine,methanol,C1=CC=C(C=C1)C2=CC=NC=C2,CO,-62.3
776,1939,2471,tolfenamicacid,water,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,O,-6.71
777,2363,3034,dimethylsulfoxide,water,CS(=O)C,O,-67.7
778,1820,2265,p-dibromobenzene,water,C1=CC(=CC=C1Br)Br,O,-2.3
779,1127,1410,nitromethane,isopropanol,C[N+](=O)[O-],CC(C)O,-4.0
780,2108,2730,diisobutylamine,acetonitrile,CC(C)CNCC(C)C,CC#N,-65.4
781,1928,2457,octafluorocyclobutane,water,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,O,3.43
782,816,1065,"2,2-dimethylpropane",hexadecane,CC(C)(C)C,CCCCCCCCCCCCCCCC,-2.48
783,1018,1298,ethylamine,hexane,CCN,CCCCCC,-2.09
784,1211,1512,2-butanone,nonane,CCC(=O)C,CCCCCCCCC,-3.2
785,43,71,t-butanol,benzene,CC(C)(C)O,C1=CC=CC=C1,-3.7
786,1427,1752,difluorodichloromethane,octanol,C(F)(F)(Cl)Cl,CCCCCCCCO,-1.25
787,274,411,"1,2-ethanediol",chloroform,C(CO)O,C(Cl)(Cl)Cl,-5.98
788,1505,1876,benzene,pentanol,C1=CC=CC=C1,CCCCCO,-3.53
789,865,1115,formaldehyde,hexadecane,C=O,CCCCCCCCCCCCCCCC,-0.99
790,101,139,2-butanone,benzonitrile,CCC(=O)C,C1=CC=C(C=C1)C#N,-4.58
791,1364,1685,dimethyldisulfide,octanol,CSSC,CCCCCCCCO,-4.24
792,107,145,"1,4-dioxane",benzylalcohol,C1COCCO1,C1=CC=C(C=C1)CO,-5.39
793,2354,3025,acetone,water,CC(=O)C,O,-77.1
794,1207,1508,phenol,nonane,C1=CC=C(C=C1)O,CCCCCCCCC,-5.6
795,1083,1366,dipropylamine,isobutanol,CCCNCCC,CC(C)CO,-5.87
796,1999,2599,"2,5-dimethylpyrrole",octanol-water,CC1=CC=C(N1)C,CCCCCCCCO.O,-2.0
797,1518,1891,butylamine,pentanol,CCCCN,CCCCCO,-5.55
798,2162,2795,imidazole,dimethylsulfoxide,C1=CN=CN1,CS(=O)C,-56.7
799,712,944,2-pentanone,ethylbenzene,CCCC(=O)C,CCC1=CC=CC=C1,-4.85
800,72,107,4-methylpyridine,benzene,CC1=CC=NC=C1,C1=CC=CC=C1,-6.17
801,2244,2898,1-propanol,water,CCCO,O,-75.8
802,2276,2940,2-methylphenol,water,CC1=CC=CC=C1O,O,-70.2
803,481,646,chlorobenzene,decalin,C1=CC=C(C=C1)Cl,C1CCC2CCCCC2C1,-4.61
804,1997,2597,"5-phenyl-1,2-dithiol-3-one",octanol-water,C1=CC=C(C=C1)C2=CC(=O)SS2,CCCCCCCCO.O,-4.11
805,1710,2143,o-cresol,water,CC1=CC=CC=C1O,O,-5.87
806,1804,2249,3-chloropropene,water,C=CCCl,O,-0.57
807,1270,1581,n-pentane,octanol,CCCCC,CCCCCCCCO,-2.45
808,405,556,acetophenone,cyclohexane,CC(=O)C1=CC=CC=C1,C1CCCCC1,-6.29
809,757,999,"3,3-dimethylbutanone",heptane,CC(=O)C(C)(C)C,CCCCCCC,-4.3
810,1795,2240,chloromethane,water,CCl,O,-0.56
811,1736,2171,5-nonanone,water,CCCCC(=O)CCCC,O,-2.67
812,2202,2851,4-t-butylphenol,methanol,CC(C)(C)C1=CC=C(C=C1)O,CO,-68.0
813,1567,1985,ethanol,tetralin,CCO,C1CCC2=CC=CC=C2C1,-1.54
814,743,985,1-butanol,heptane,CCCCO,CCCCCCC,-3.66
815,806,1055,methane,hexadecane,C,CCCCCCCCCCCCCCCC,0.45
816,2186,2821,4-nitrophenol,methanol,C1=CC(=CC=C1[N+](=O)[O-])O,CO,-54.1
817,2353,3024,diethylether,water,CCOCC,O,-71.5
818,1269,1580,n-butane,octanol,CCCC,CCCCCCCCO,-1.86
819,148,189,1-butanol,bromoform,CCCCO,C(Br)(Br)Br,-4.72
820,1089,1372,n-pentane,isooctane,CCCCC,CC(C)CC(C)(C)C,-3.21
821,1271,1582,n-hexane,octanol,CCCCCC,CCCCCCCCO,-3.01
822,692,924,water,ethylacetate,O,CCOC(=O)C,-4.26
823,818,1067,"2,4-dimethylpentane",hexadecane,CC(C)CC(C)C,CCCCCCCCCCCCCCCC,-3.87
824,1714,2147,dimethylether,water,COC,O,-1.92
825,2105,2724,dimethylsulfoxide,acetonitrile,CS(=O)C,CC#N,-73.5
826,1517,1890,propylamine,pentanol,CCCN,CCCCCO,-4.88
827,701,933,methanol,ethylbenzene,CO,CCC1=CC=CC=C1,-1.43
828,2096,2715,pyridine,acetonitrile,C1=CC=NC=C1,CC#N,-66.7
829,921,1180,diethylsulfide,hexadecane,CCSCC,CCCCCCCCCCCCCCCC,-4.23
830,905,1163,"2,5-dimethylpyridine",hexadecane,CC1=CN=C(C=C1)C,CCCCCCCCCCCCCCCC,-5.52
831,1842,2290,diethyldisulfide,water,CCSSCC,O,-1.63
832,1313,1625,tetrahydrofuran,octanol,C1CCOC1,CCCCCCCCO,-3.93
833,1590,2008,2-butanone,toluene,CCC(=O)C,CC1=CC=CC=C1,-4.27
834,1645,2072,2-heptanone,trimethylbenzene,CCCCCC(=O)C,CC1=C(C(=CC=C1)C)C,-6.01
835,167,211,formaldehyde,butanol,C=O,CCCCO,-3.49
836,730,966,fluorobenzene,fluorobenzene,C1=CC=C(C=C1)F,C1=CC=C(C=C1)F,-4.6
837,2323,2993,di-n-propylamine,water,CCCNCCC,O,-60.5
838,26,54,ethanol,anisole,CCO,COC1=CC=CC=C1,-3.59
839,1337,1656,propylacetate,octanol,CCCCC(=O)O,CCCCCCCCO,-4.55
840,1946,2480,1-iodopentane,water,CCCCCI,O,-0.12
841,997,1271,ethanol,hexane,CCO,CCCCCC,-2.73
842,1040,1320,4-methylaniline,hexane,CC1=CC=C(C=C1)N,CCCCCC,-6.18
843,1433,1768,"N,N-dimethylacetamide",octanol,CC(=O)N(C)C,CCCCCCCCO,-7.48
844,1992,2592,"4-methyl-1,2-dithiol-3-one",octanol-water,CC1=CSSC1=O,CCCCCCCCO.O,-1.81
845,1793,2238,"1,1-difluoroethane",water,CC(F)F,O,-0.11
846,41,69,isopropanol,benzene,CC(C)O,C1=CC=CC=C1,-3.48
847,1100,1383,1-butanol,isooctane,CCCCO,CC(C)CC(C)(C)C,-3.56
848,1508,1879,1-pentanol,pentanol,CCCCCO,CCCCCO,-7.92
849,2285,2951,water,water,O,O,-104.7
850,1110,1393,2-butanone,isooctane,CCC(=O)C,CC(C)CC(C)(C)C,-3.4
851,609,837,toluene,diisopropylether,CC1=CC=CC=C1,CC(C)OC(C)C,-4.91
852,1784,2228,dipropylsulfide,water,CCCSCCC,O,-1.27
853,1950,2537,acetanilide,chloroform-water,CC(=O)NC1=CC=CC=C1,C(Cl)(Cl)Cl.O,-1.2
854,1196,1497,toluene,nitromethane,CC1=CC=CC=C1,C[N+](=O)[O-],-4.52
855,2333,3003,N-methylaniline,water,CNC1=CC=CC=C1,O,-62.6
856,493,658,1-pentanol,decane,CCCCCO,CCCCCCCCCC,-3.92
857,236,369,1-pentanol,chlorobenzene,CCCCCO,C1=CC=C(C=C1)Cl,-5.25
858,551,775,isopropanol,diethylether,CC(C)O,CCOCC,-4.44
859,520,690,o-cresol,decanol,CC1=CC=CC=C1O,CCCCCCCCCCO,-8.58
860,1468,1808,paracetamol,octanol,CC(=O)NC1=CC=C(C=C1)O,CCCCCCCCO,-15.46
861,720,956,propylamine,ethylbenzene,CCCN,CCC1=CC=CC=C1,-3.44
862,2154,2786,benzamide,dimethylsulfoxide,C1=CC=C(C=C1)C(=O)N,CS(=O)C,-55.6
863,2093,2712,4-methylaniline,acetonitrile,CC1=CC=C(C=C1)N,CC#N,-74.4
864,58,87,butanoicacid,benzene,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,C1=CC=CC=C1,-5.3
865,631,861,"1,4-dioxane",dimethylacetamide,C1COCCO1,CC(=O)N(C)C,-5.01
866,1452,1787,5-bromouracil,octanol,C1=C(C(=O)NC(=O)N1)Br,CCCCCCCCO,-17.88
867,592,820,piperidine,diethylether,C1CCNCC1,CCOCC,-4.82
868,2327,2997,tri-n-propylamine,water,CCCN(CCC)CCC,O,-50.9
869,939,1199,"1,2-dichlorobenzene",hexadecane,C1=CC=C(C(=C1)Cl)Cl,CCCCCCCCCCCCCCCC,-6.16
870,2201,2849,4-nitrobenzoicacid,methanol,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CO,-58.2
871,904,1162,"2,4-dimethylpyridine",hexadecane,CC1=CC(=NC=C1)C,CCCCCCCCCCCCCCCC,-5.52
872,2198,2845,4-formylphenol,methanol,C1=CC(=CC=C1C=O)O,CO,-59.2
873,2271,2934,2-butanol,water,CCC(C)O,O,-84.2
874,1777,2221,methanethiol,water,CS,O,-1.24
875,1259,1570,2-methylpyrazine,octane,CC1=NC=CN=C1,CCCCCCCC,-4.7
876,1700,2133,ethanol,water,CCO,O,-5.01
877,706,938,phenol,ethylbenzene,C1=CC=C(C=C1)O,CCC1=CC=CC=C1,-6.82
878,1022,1302,aniline,hexane,C1=CC=C(C=C1)N,CCCCCC,-5.43
879,745,987,phenol,heptane,C1=CC=C(C=C1)O,CCCCCCC,-5.32
880,2005,2605,4-(2-hydroxyethyl)pyridine,octanol-water,C1=CN=CC=C1CCO,CCCCCCCCO.O,-0.14
881,1263,1574,2-methylaniline,octane,CC1=CC=CC=C1N,CCCCCCCC,-6.06
